region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
Tayninh,1.3 (0.94 -- 1.7),1.3,1.3,0.24,0.94,1.2,1.2,1.3,1.4,1.7,Effective reproduction no.,Likely increasing,0.078
Bariavungtau,1.2 (0.74 -- 1.7),1.2,1.2,0.28,0.74,1,1.1,1.3,1.4,1.7,Effective reproduction no.,Likely increasing,0.22
Binhdinh,1.2 (0.88 -- 1.6),1.2,1.2,0.22,0.88,1.1,1.2,1.3,1.4,1.6,Effective reproduction no.,Likely increasing,0.13
Caobang,1.2 (0.3 -- 2),1.2,1.2,0.52,0.3,0.83,1.1,1.3,1.5,2,Effective reproduction no.,Likely increasing,0.35
Langson,1.2 (0.54 -- 2.3),1.2,1.3,0.6,0.54,0.9,1.1,1.3,1.5,2.3,Effective reproduction no.,Likely increasing,0.34
Quangbinh,1.2 (0.5 -- 2.3),1.2,1.3,0.61,0.5,0.84,1,1.3,1.5,2.3,Effective reproduction no.,Likely increasing,0.37
Quangtri,1.2 (0.78 -- 1.8),1.2,1.2,0.32,0.78,1.1,1.1,1.2,1.4,1.8,Effective reproduction no.,Likely increasing,0.16
Baclieu,1.1 (0.64 -- 1.8),1.1,1.1,0.36,0.64,0.88,1,1.1,1.3,1.8,Effective reproduction no.,Likely increasing,0.39
Binhphuoc,1.1 (0.57 -- 1.9),1.1,1.1,0.42,0.57,0.85,0.99,1.2,1.3,1.9,Effective reproduction no.,Stable,0.42
Daknong,1.1 (0.57 -- 1.7),1.1,1.1,0.34,0.57,0.87,0.99,1.2,1.3,1.7,Effective reproduction no.,Stable,0.41
Hochiminh,1.1 (0.87 -- 1.5),1.1,1.1,0.18,0.87,1,1.1,1.2,1.2,1.5,Effective reproduction no.,Likely increasing,0.2
Hungyen,1.1 (0.57 -- 2.5),1.1,1.3,0.68,0.57,0.87,1,1.3,1.5,2.5,Effective reproduction no.,Likely increasing,0.37
Laocai,1.1 (0.36 -- 2.5),1.1,1.2,0.67,0.36,0.74,0.94,1.2,1.5,2.5,Effective reproduction no.,Stable,0.45
Soctrang,1.1 (0.53 -- 2),1.1,1.2,0.48,0.53,0.84,1,1.2,1.4,2,Effective reproduction no.,Stable,0.4
Thuathienhue,1.1 (0.59 -- 1.7),1.1,1.1,0.34,0.59,0.87,1,1.1,1.3,1.7,Effective reproduction no.,Stable,0.4
Bacgiang,1 (0 -- 9),1,2,4,0,0,1,2,3,9,New confirmed cases by infection date,Decreasing,0.99
Bacninh,1 (0.54 -- 1.8),1,1.1,0.4,0.54,0.81,0.94,1.1,1.3,1.8,Effective reproduction no.,Stable,0.47
Camau,1 (0.38 -- 2.3),1,1.1,0.63,0.38,0.74,0.91,1.1,1.4,2.3,Effective reproduction no.,Stable,0.49
Gialai,1 (0.52 -- 1.9),1,1.1,0.44,0.52,0.8,0.92,1.1,1.3,1.9,Effective reproduction no.,Stable,0.48
Hagiang,1 (0.49 -- 1.6),1,1,0.41,0.49,0.81,0.95,1.1,1.2,1.6,Effective reproduction no.,Stable,0.46
Hanam,1 (0 -- 15),1,4,10,0,0,1,2,4,15,New confirmed cases by infection date,Likely decreasing,0.92
Kontum,1 (0 -- 9),1,3,11,0,0,1,1,2,9,New confirmed cases by infection date,Likely decreasing,0.72
Phuyen,1 (0.61 -- 1.4),1,1,0.22,0.61,0.86,0.95,1.1,1.1,1.4,Effective reproduction no.,Stable,0.49
Sonla,1 (0 -- 16),1,5,30,0,0,0,1,3,16,New confirmed cases by infection date,Likely decreasing,0.68
Thaibinh,1 (0 -- 23),1,6,32,0,0,0,1,4,23,New confirmed cases by infection date,Decreasing,0.97
Thanhhoa,1 (0.46 -- 2),1,1.1,0.48,0.46,0.76,0.93,1.1,1.3,2,Effective reproduction no.,Stable,0.48
Daklak,0.96 (0.6 -- 1.3),0.96,0.95,0.21,0.6,0.81,0.91,1,1.1,1.3,Effective reproduction no.,Stable,0.57
Khanhhoa,0.96 (0.54 -- 1.4),0.96,0.96,0.27,0.54,0.78,0.9,1,1.1,1.4,Effective reproduction no.,Stable,0.55
Vinhlong,0.94 (0.48 -- 1.6),0.94,0.97,0.35,0.48,0.73,0.87,1,1.2,1.6,Effective reproduction no.,Stable,0.57
Danang,0.92 (0.51 -- 1.5),0.92,0.95,0.31,0.51,0.73,0.84,0.99,1.1,1.5,Effective reproduction no.,Likely decreasing,0.62
Haiduong,0.92 (0.31 -- 1.8),0.92,0.99,0.52,0.31,0.66,0.82,1,1.2,1.8,Effective reproduction no.,Stable,0.57
Travinh,0.91 (0.28 -- 2.1),0.91,1,0.64,0.28,0.59,0.79,1,1.3,2.1,Effective reproduction no.,Stable,0.56
Namdinh,0.9 (0.47 -- 1.5),0.9,0.92,0.31,0.47,0.72,0.83,0.96,1.1,1.5,Effective reproduction no.,Likely decreasing,0.65
Nghean,0.89 (0.33 -- 1.8),0.89,0.96,0.48,0.33,0.63,0.78,0.99,1.2,1.8,Effective reproduction no.,Likely decreasing,0.61
Ninhbinh,0.89 (0.29 -- 1.8),0.89,0.96,0.52,0.29,0.62,0.79,1,1.2,1.8,Effective reproduction no.,Likely decreasing,0.6
Binhthuan,0.88 (0.44 -- 1.6),0.88,0.93,0.38,0.44,0.68,0.8,0.97,1.1,1.6,Effective reproduction no.,Likely decreasing,0.64
Quangnam,0.88 (0.28 -- 2),0.88,0.98,0.59,0.28,0.58,0.76,1,1.3,2,Effective reproduction no.,Stable,0.59
Hanoi,0.87 (0.51 -- 1.4),0.87,0.9,0.27,0.51,0.72,0.81,0.94,1,1.4,Effective reproduction no.,Likely decreasing,0.7
Phutho,0.84 (0.23 -- 2.1),0.84,0.96,0.64,0.23,0.56,0.73,0.95,1.2,2.1,Effective reproduction no.,Likely decreasing,0.64
Quangninh,0.84 (0.36 -- 1.6),0.84,0.89,0.4,0.36,0.62,0.75,0.93,1.1,1.6,Effective reproduction no.,Likely decreasing,0.68
Dongthap,0.82 (0.34 -- 1.8),0.82,0.92,0.5,0.34,0.6,0.74,0.93,1.1,1.8,Effective reproduction no.,Likely decreasing,0.66
Kontum,0.82 (0.46 -- 1.5),0.82,0.88,0.36,0.46,0.66,0.76,0.89,1,1.5,Effective reproduction no.,Likely decreasing,0.72
Sonla,0.8 (0.24 -- 1.8),0.8,0.88,0.54,0.24,0.54,0.7,0.91,1.1,1.8,Effective reproduction no.,Likely decreasing,0.68
Ninhthuan,0.79 (0.23 -- 2),0.79,0.92,0.61,0.23,0.5,0.67,0.92,1.2,2,Effective reproduction no.,Likely decreasing,0.66
Hatinh,0.76 (0.23 -- 2.1),0.76,0.91,0.64,0.23,0.47,0.64,0.89,1.2,2.1,Effective reproduction no.,Likely decreasing,0.67
Longan,0.76 (0.5 -- 1),0.76,0.77,0.17,0.5,0.66,0.72,0.81,0.87,1,Effective reproduction no.,Likely decreasing,0.92
Dongnai,0.75 (0.52 -- 1),0.75,0.76,0.15,0.52,0.66,0.71,0.78,0.84,1,Effective reproduction no.,Likely decreasing,0.94
Angiang,0.73 (0.45 -- 1),0.73,0.73,0.18,0.45,0.61,0.68,0.77,0.84,1,Effective reproduction no.,Likely decreasing,0.94
Tiengiang,0.7 (0.43 -- 1.1),0.7,0.71,0.2,0.43,0.58,0.65,0.75,0.83,1.1,Effective reproduction no.,Likely decreasing,0.93
Binhduong,0.66 (0.26 -- 1.2),0.66,0.68,0.3,0.26,0.48,0.59,0.73,0.86,1.2,Effective reproduction no.,Likely decreasing,0.86
Dienbien,0.57 (0.2 -- 1.2),0.57,0.62,0.32,0.2,0.4,0.5,0.65,0.78,1.2,Effective reproduction no.,Likely decreasing,0.89
Tuyenquang,0.57 (0.1 -- 1.6),0.57,0.7,0.52,0.1,0.31,0.46,0.72,1,1.6,Effective reproduction no.,Likely decreasing,0.75
Laichau,0.39 (0.039 -- 1.1),0.39,0.47,0.39,0.039,0.18,0.31,0.48,0.67,1.1,Effective reproduction no.,Likely decreasing,0.93
Hanam,0.36 (0.072 -- 1.2),0.36,0.46,0.39,0.072,0.2,0.29,0.44,0.6,1.2,Effective reproduction no.,Likely decreasing,0.92
Bacgiang,0.34 (0.086 -- 0.79),0.34,0.38,0.22,0.086,0.21,0.29,0.4,0.51,0.79,Effective reproduction no.,Decreasing,0.99
Kiengiang,0.24 (0.018 -- 1.9),0.24,0.52,0.82,0.018,0.097,0.17,0.34,0.59,1.9,Effective reproduction no.,Likely decreasing,0.87
Thaibinh,0.18 (0.02 -- 0.82),0.18,0.27,0.3,0.02,0.08,0.14,0.24,0.36,0.82,Effective reproduction no.,Decreasing,0.97
Quangngai,0.094 (0.0084 -- 0.68),0.094,0.19,0.28,0.0084,0.039,0.07,0.13,0.23,0.68,Effective reproduction no.,Decreasing,0.98
Laichau,0 (0 -- 0),0,0,0,0,0,0,0,0,0,New confirmed cases by infection date,Likely decreasing,0.93
