region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
Kuwait,10 (1 -- 76),10,25,178,1,5,7,13,21,76,New confirmed cases by infection date,Likely increasing,0.39
Lithuania,10 (5 -- 25),10,12,7,5,8,9,12,15,25,New confirmed cases by infection date,Stable,0.44
Ecuador,9 (0 -- 77),9,24,93,0,3,6,12,22,77,New confirmed cases by infection date,Likely decreasing,0.77
Jamaica,9 (3 -- 23),9,11,7,3,6,8,10,13,23,New confirmed cases by infection date,Likely increasing,0.16
Venezuela,9 (4 -- 30),9,12,9,4,7,8,11,15,30,New confirmed cases by infection date,Likely increasing,0.23
Belarus,8 (5 -- 11),8,8,2,5,7,8,8,9,11,New confirmed cases by infection date,Likely decreasing,0.64
Luxembourg,8 (3 -- 22),8,10,7,3,5,7,9,12,22,New confirmed cases by infection date,Likely increasing,0.14
Ghana,7 (0 -- 187),7,89,898,0,2,4,11,23,187,New confirmed cases by infection date,Stable,0.5
Honduras,7 (2 -- 20),7,9,7,2,5,6,9,11,20,New confirmed cases by infection date,Likely decreasing,0.82
Latvia,7 (3 -- 18),7,8,6,3,5,6,8,9,18,New confirmed cases by infection date,Likely decreasing,0.69
Saudi Arabia,7 (2 -- 15),7,7,5,2,5,6,7,9,15,New confirmed cases by infection date,Likely increasing,0.34
Georgia,6 (3 -- 9),6,6,2,3,5,5,6,7,9,New confirmed cases by infection date,Likely decreasing,0.86
Kosovo,6 (0 -- 28),6,9,12,0,2,4,8,12,28,New confirmed cases by infection date,Likely decreasing,0.63
Mayotte,6 (0 -- 205),6,132,1346,0,2,4,8,14,205,New confirmed cases by infection date,Likely increasing,0.27
Senegal,6 (2 -- 17),6,7,8,2,4,5,7,8,17,New confirmed cases by infection date,Stable,0.57
Switzerland,6 (2 -- 14),6,7,4,2,4,5,7,8,14,New confirmed cases by infection date,Stable,0.59
Israel,5 (1 -- 13),5,5,4,1,3,4,5,7,13,New confirmed cases by infection date,Likely decreasing,0.91
Panama,4 (1 -- 9),4,4,2,1,3,3,4,6,9,New confirmed cases by infection date,Likely decreasing,0.86
Portugal,4 (0 -- 28),4,8,16,0,1,2,5,9,28,New confirmed cases by infection date,Likely decreasing,0.76
Albania,3 (0 -- 9),3,3,3,0,1,2,3,5,9,New confirmed cases by infection date,Decreasing,0.96
Algeria,3 (1 -- 8),3,3,3,1,2,2,3,4,8,New confirmed cases by infection date,Stable,0.55
El Salvador,3 (1 -- 5),3,3,1,1,2,2,3,4,5,New confirmed cases by infection date,Likely decreasing,0.92
Malta,3 (1 -- 8),3,3,2,1,2,2,3,4,8,New confirmed cases by infection date,Likely increasing,0.31
Morocco,3 (1 -- 5),3,3,1,1,2,3,3,4,5,New confirmed cases by infection date,Likely decreasing,0.94
Oman,3 (0 -- 15),3,6,32,0,1,2,4,6,15,New confirmed cases by infection date,Stable,0.46
Madagascar,2.2 (1.1 -- 6),2.2,2.7,1.6,1.1,1.6,1.9,2.6,3.3,6,Effective reproduction no.,Increasing,0.028
Costa Rica,2 (0 -- 6),2,2,3,0,1,2,2,3,6,New confirmed cases by infection date,Likely decreasing,0.81
Cuba,2 (0 -- 9),2,3,4,0,1,2,3,4,9,New confirmed cases by infection date,Likely decreasing,0.62
Dominican Republic,2 (0 -- 77),2,26,197,0,0,1,3,9,77,New confirmed cases by infection date,Likely decreasing,0.68
Guinea,2 (0 -- 16),2,5,27,0,1,1,3,5,16,New confirmed cases by infection date,Likely increasing,0.23
Montenegro,2 (0 -- 9),2,3,3,0,1,2,3,4,9,New confirmed cases by infection date,Likely decreasing,0.87
Rwanda,2 (0 -- 53),2,25,280,0,1,1,3,6,53,New confirmed cases by infection date,Likely increasing,0.36
Sri Lanka,2 (0 -- 8),2,3,4,0,1,2,3,4,8,New confirmed cases by infection date,Likely decreasing,0.7
Sudan,2 (0 -- 11),2,4,8,0,1,2,2,4,11,New confirmed cases by infection date,Likely decreasing,0.7
Togo,2 (0 -- 30),2,9,46,0,1,1,3,6,30,New confirmed cases by infection date,Likely increasing,0.13
Somalia,1.8 (0.46 -- 6.5),1.8,2.4,1.9,0.46,1.1,1.4,2.2,3.1,6.5,Effective reproduction no.,Likely increasing,0.22
Colombia,1.6 (1.1 -- 2.6),1.6,1.7,0.48,1.1,1.4,1.5,1.7,1.9,2.6,Effective reproduction no.,Increasing,0.028
Armenia,1.5 (1.1 -- 2.1),1.5,1.5,0.32,1.1,1.3,1.4,1.5,1.6,2.1,Effective reproduction no.,Increasing,0.022
Bangladesh,1.4 (1.1 -- 1.8),1.4,1.4,0.24,1.1,1.2,1.3,1.4,1.5,1.8,Effective reproduction no.,Increasing,0.02
South Africa,1.4 (1 -- 2.4),1.4,1.5,0.48,1,1.2,1.3,1.5,1.7,2.4,Effective reproduction no.,Increasing,0.048
Azerbaijan,1.3 (0.96 -- 1.9),1.3,1.4,0.3,0.96,1.2,1.3,1.4,1.5,1.9,Effective reproduction no.,Likely increasing,0.074
Kenya,1.3 (0.99 -- 2.3),1.3,1.4,0.49,0.99,1.2,1.3,1.4,1.5,2.3,Effective reproduction no.,Likely increasing,0.06
Yemen,1.3 (0.67 -- 2),1.3,1.3,0.42,0.67,1.1,1.2,1.4,1.5,2,Effective reproduction no.,Likely increasing,0.19
Bulgaria,1.2 (0.94 -- 1.4),1.2,1.2,0.14,0.94,1.1,1.1,1.2,1.2,1.4,Effective reproduction no.,Likely increasing,0.098
Guinea,1.2 (0.55 -- 1.7),1.2,1.2,0.35,0.55,1,1.1,1.2,1.3,1.7,Effective reproduction no.,Likely increasing,0.23
India,1.2 (1 -- 1.5),1.2,1.2,0.16,1,1.1,1.2,1.2,1.3,1.5,Effective reproduction no.,Increasing,0.036
Serbia,1.2 (0.98 -- 1.5),1.2,1.2,0.16,0.98,1.1,1.2,1.2,1.3,1.5,Effective reproduction no.,Likely increasing,0.064
Syria,1.2 (0.8 -- 2.3),1.2,1.3,0.55,0.8,1.1,1.2,1.3,1.4,2.3,Effective reproduction no.,Likely increasing,0.16
Togo,1.2 (0.86 -- 2),1.2,1.3,0.4,0.86,1.1,1.1,1.2,1.4,2,Effective reproduction no.,Likely increasing,0.13
Turkey,1.2 (0.95 -- 1.6),1.2,1.2,0.21,0.95,1.1,1.2,1.2,1.3,1.6,Effective reproduction no.,Likely increasing,0.092
Ukraine,1.2 (0.93 -- 1.4),1.2,1.2,0.15,0.93,1.1,1.1,1.2,1.2,1.4,Effective reproduction no.,Likely increasing,0.12
Uruguay,1.2 (0.81 -- 1.6),1.2,1.2,0.27,0.81,1,1.1,1.2,1.3,1.6,Effective reproduction no.,Likely increasing,0.18
Austria,1.1 (0.88 -- 1.5),1.1,1.1,0.19,0.88,0.99,1,1.1,1.2,1.5,Effective reproduction no.,Likely increasing,0.27
Bosnia & Herzegovina,1.1 (0.78 -- 1.4),1.1,1.1,0.19,0.78,1,1.1,1.2,1.2,1.4,Effective reproduction no.,Likely increasing,0.21
Botswana,1.1 (0.68 -- 2.1),1.1,1.2,0.55,0.68,1,1.1,1.2,1.3,2.1,Effective reproduction no.,Likely increasing,0.24
Brazil,1.1 (0.92 -- 1.3),1.1,1.1,0.11,0.92,1,1.1,1.1,1.2,1.3,Effective reproduction no.,Likely increasing,0.14
Croatia,1.1 (0.83 -- 1.7),1.1,1.2,0.27,0.83,0.99,1.1,1.2,1.3,1.7,Effective reproduction no.,Likely increasing,0.27
Ethiopia,1.1 (0.83 -- 1.3),1.1,1.1,0.16,0.83,1,1,1.1,1.2,1.3,Effective reproduction no.,Likely increasing,0.25
Gabon,1.1 (0.6 -- 1.5),1.1,1.1,0.31,0.6,0.95,1.1,1.1,1.2,1.5,Effective reproduction no.,Likely increasing,0.31
Greece,1.1 (0.93 -- 1.3),1.1,1.1,0.11,0.93,1.1,1.1,1.1,1.2,1.3,Effective reproduction no.,Likely increasing,0.13
Hungary,1.1 (1 -- 1.3),1.1,1.1,0.081,1,1.1,1.1,1.1,1.2,1.3,Effective reproduction no.,Increasing,0.049
Iraq,1.1 (0.9 -- 1.4),1.1,1.1,0.18,0.9,1,1.1,1.2,1.2,1.4,Effective reproduction no.,Likely increasing,0.17
Italy,1.1 (0.9 -- 1.3),1.1,1.1,0.13,0.9,1,1.1,1.1,1.2,1.3,Effective reproduction no.,Likely increasing,0.21
Jamaica,1.1 (0.89 -- 1.3),1.1,1.1,0.14,0.89,1,1.1,1.1,1.2,1.3,Effective reproduction no.,Likely increasing,0.16
Kazakhstan,1.1 (0.59 -- 1.6),1.1,1.1,0.32,0.59,0.99,1.1,1.2,1.3,1.6,Effective reproduction no.,Likely increasing,0.26
Kuwait,1.1 (0.59 -- 2),1.1,1.2,0.49,0.59,0.88,1,1.2,1.4,2,Effective reproduction no.,Likely increasing,0.39
Lebanon,1.1 (0.63 -- 2.2),1.1,1.2,0.53,0.63,0.9,1,1.2,1.4,2.2,Effective reproduction no.,Likely increasing,0.35
Luxembourg,1.1 (0.91 -- 1.4),1.1,1.2,0.18,0.91,1.1,1.1,1.2,1.2,1.4,Effective reproduction no.,Likely increasing,0.14
Mayotte,1.1 (0.64 -- 2.9),1.1,1.3,0.84,0.64,0.98,1.1,1.2,1.4,2.9,Effective reproduction no.,Likely increasing,0.27
Moldova,1.1 (0.91 -- 1.2),1.1,1.1,0.096,0.91,1,1.1,1.1,1.1,1.2,Effective reproduction no.,Likely increasing,0.2
North Macedonia,1.1 (0.9 -- 1.3),1.1,1.1,0.13,0.9,1,1.1,1.1,1.2,1.3,Effective reproduction no.,Likely increasing,0.16
Paraguay,1.1 (1 -- 1.3),1.1,1.2,0.099,1,1.1,1.1,1.2,1.2,1.3,Effective reproduction no.,Increasing,0.017
Poland,1.1 (0.75 -- 1.4),1.1,1.1,0.22,0.75,0.96,1,1.1,1.2,1.4,Effective reproduction no.,Likely increasing,0.33
Qatar,1.1 (0.79 -- 1.7),1.1,1.2,0.39,0.79,1,1.1,1.1,1.2,1.7,Effective reproduction no.,Likely increasing,0.21
Romania,1.1 (0.98 -- 1.2),1.1,1.1,0.081,0.98,1,1.1,1.1,1.1,1.2,Effective reproduction no.,Likely increasing,0.08
Rwanda,1.1 (0.7 -- 2.4),1.1,1.3,0.61,0.7,0.93,1,1.2,1.4,2.4,Effective reproduction no.,Likely increasing,0.36
Thailand,1.1 (0.69 -- 2.5),1.1,1.3,0.74,0.69,0.95,1,1.2,1.4,2.5,Effective reproduction no.,Likely increasing,0.36
Venezuela,1.1 (0.85 -- 1.4),1.1,1.1,0.18,0.85,1,1,1.1,1.2,1.4,Effective reproduction no.,Likely increasing,0.23
Aruba,1 (0.57 -- 1.6),1,1,0.45,0.57,0.87,0.95,1,1.1,1.6,Effective reproduction no.,Stable,0.5
Chad,1 (0 -- 6),1,2,5,0,0,1,1,2,6,New confirmed cases by infection date,Likely increasing,0.39
Chad,1 (0.47 -- 1.4),1,1,0.27,0.47,0.92,1,1.1,1.1,1.4,Effective reproduction no.,Likely increasing,0.39
Chile,1 (0.92 -- 1.1),1,1,0.07,0.92,0.99,1,1,1,1.1,Effective reproduction no.,Likely increasing,0.32
Estonia,1 (0.86 -- 1.3),1,1.1,0.12,0.86,1,1,1.1,1.1,1.3,Effective reproduction no.,Likely increasing,0.2
Finland,1 (0 -- 5),1,2,2,0,1,1,2,2,5,New confirmed cases by infection date,Likely decreasing,0.75
Gabon,1 (0 -- 10),1,5,86,0,0,1,2,3,10,New confirmed cases by infection date,Likely increasing,0.31
Gambia,1 (0.5 -- 2.5),1,1.2,0.79,0.5,0.87,0.99,1.1,1.2,2.5,Effective reproduction no.,Stable,0.42
Ghana,1 (0.43 -- 2.2),1,1.1,0.59,0.43,0.78,0.92,1.1,1.3,2.2,Effective reproduction no.,Stable,0.5
Guatemala,1 (0.76 -- 1.8),1,1.1,0.38,0.76,0.92,0.98,1.1,1.3,1.8,Effective reproduction no.,Stable,0.45
Guyana,1 (0 -- 4),1,1,5,0,0,0,1,1,4,New confirmed cases by infection date,Likely increasing,0.3
Guyana,1 (0.8 -- 1.4),1,1.1,0.2,0.8,0.98,1,1.1,1.1,1.4,Effective reproduction no.,Likely increasing,0.3
Ireland,1 (0 -- 14),1,4,12,0,0,1,2,4,14,New confirmed cases by infection date,Likely decreasing,0.83
Jordan,1 (0.72 -- 1.4),1,1,0.2,0.72,0.92,1,1.1,1.2,1.4,Effective reproduction no.,Stable,0.41
Libya,1 (0.95 -- 1.4),1,1.1,0.14,0.95,1,1,1.1,1.1,1.4,Effective reproduction no.,Likely increasing,0.16
Lithuania,1 (0.84 -- 1.3),1,1,0.14,0.84,0.95,0.99,1,1.1,1.3,Effective reproduction no.,Stable,0.44
Malta,1 (0.84 -- 1.3),1,1,0.14,0.84,0.98,1,1.1,1.1,1.3,Effective reproduction no.,Likely increasing,0.31
Mozambique,1 (0 -- 7),1,2,5,0,0,0,1,2,7,New confirmed cases by infection date,Likely decreasing,0.82
Myanmar (Burma),1 (0.38 -- 2.9),1,1.2,0.86,0.38,0.68,0.86,1.2,1.5,2.9,Effective reproduction no.,Stable,0.5
Niger,1 (0.43 -- 2.4),1,1.1,0.66,0.43,0.72,0.92,1.1,1.4,2.4,Effective reproduction no.,Stable,0.49
Oman,1 (0.58 -- 1.5),1,1,0.3,0.58,0.87,0.97,1.1,1.2,1.5,Effective reproduction no.,Stable,0.46
Pakistan,1 (0.79 -- 1.2),1,1,0.14,0.79,0.96,1,1,1.1,1.2,Effective reproduction no.,Stable,0.42
Palestinian Territories,1 (0.71 -- 1.4),1,1,0.2,0.71,0.92,0.99,1.1,1.2,1.4,Effective reproduction no.,Stable,0.42
Puerto Rico,1 (0 -- 3),1,1,1,0,0,0,1,1,3,New confirmed cases by infection date,Likely decreasing,0.94
Qatar,1 (0 -- 8),1,3,17,0,0,0,1,2,8,New confirmed cases by infection date,Likely increasing,0.21
Saudi Arabia,1 (0.84 -- 1.3),1,1,0.14,0.84,0.97,1,1.1,1.1,1.3,Effective reproduction no.,Likely increasing,0.34
Slovenia,1 (0 -- 4),1,1,1,0,0,1,1,2,4,New confirmed cases by infection date,Likely decreasing,0.9
South Korea,1 (0 -- 8),1,2,4,0,0,1,2,3,8,New confirmed cases by infection date,Likely decreasing,0.78
St. Lucia,1 (0 -- 5),1,2,11,0,0,0,1,2,5,New confirmed cases by infection date,Stable,0.51
United Arab Emirates,1 (0 -- 5),1,2,2,0,1,1,2,3,5,New confirmed cases by infection date,Decreasing,0.95
Zambia,1 (0 -- 20),1,5,33,0,0,1,2,3,20,New confirmed cases by infection date,Likely decreasing,0.72
Algeria,0.99 (0.76 -- 1.2),0.99,0.99,0.14,0.76,0.92,0.96,1,1.1,1.2,Effective reproduction no.,Stable,0.55
Argentina,0.99 (0.83 -- 1.4),0.99,1,0.18,0.83,0.95,0.98,1,1.1,1.4,Effective reproduction no.,Stable,0.54
Belarus,0.99 (0.93 -- 1.1),0.99,0.99,0.045,0.93,0.98,0.99,1,1,1.1,Effective reproduction no.,Likely decreasing,0.64
Egypt,0.99 (0.71 -- 1.4),0.99,1,0.2,0.71,0.89,0.95,1,1.1,1.4,Effective reproduction no.,Stable,0.52
Nicaragua,0.99 (0.59 -- 1.5),0.99,1,0.29,0.59,0.89,0.96,1,1.1,1.5,Effective reproduction no.,Stable,0.54
Peru,0.99 (0.7 -- 1.4),0.99,1,0.23,0.7,0.87,0.95,1,1.1,1.4,Effective reproduction no.,Stable,0.51
St. Lucia,0.99 (0.44 -- 1.4),0.99,0.97,0.31,0.44,0.81,0.94,1,1.1,1.4,Effective reproduction no.,Stable,0.51
Canada,0.98 (0.76 -- 1.3),0.98,0.99,0.16,0.76,0.89,0.94,1,1.1,1.3,Effective reproduction no.,Stable,0.56
Cape Verde,0.98 (0.53 -- 1.4),0.98,0.97,0.3,0.53,0.85,0.94,1,1.1,1.4,Effective reproduction no.,Stable,0.55
Senegal,0.98 (0.77 -- 1.2),0.98,0.99,0.16,0.77,0.9,0.95,1,1.1,1.2,Effective reproduction no.,Stable,0.57
Indonesia,0.97 (0.87 -- 1.1),0.97,0.98,0.099,0.87,0.93,0.95,0.99,1,1.1,Effective reproduction no.,Likely decreasing,0.67
Switzerland,0.97 (0.72 -- 1.2),0.97,0.97,0.15,0.72,0.89,0.94,1,1.1,1.2,Effective reproduction no.,Stable,0.59
Curaçao,0.96 (0.56 -- 3.3),0.96,1.3,1,0.56,0.83,0.91,1,1.3,3.3,Effective reproduction no.,Stable,0.56
Finland,0.96 (0.78 -- 1.2),0.96,0.96,0.12,0.78,0.92,0.95,0.97,1,1.2,Effective reproduction no.,Likely decreasing,0.75
Netherlands,0.96 (0.75 -- 1.4),0.96,1,0.21,0.75,0.88,0.93,1,1.1,1.4,Effective reproduction no.,Likely decreasing,0.61
San Marino,0.96 (0.6 -- 1.3),0.96,0.96,0.24,0.6,0.87,0.93,0.98,1,1.3,Effective reproduction no.,Likely decreasing,0.66
Angola,0.95 (0.71 -- 1.2),0.95,0.96,0.18,0.71,0.88,0.93,0.97,1,1.2,Effective reproduction no.,Likely decreasing,0.74
Bahamas,0.95 (0.19 -- 1.7),0.95,0.96,0.54,0.19,0.69,0.87,1,1.1,1.7,Effective reproduction no.,Stable,0.57
Cuba,0.95 (0.66 -- 1.3),0.95,0.97,0.22,0.66,0.84,0.91,0.99,1.1,1.3,Effective reproduction no.,Likely decreasing,0.62
France,0.95 (0.8 -- 1.1),0.95,0.95,0.093,0.8,0.9,0.93,0.97,1,1.1,Effective reproduction no.,Likely decreasing,0.75
Georgia,0.95 (0.84 -- 1),0.95,0.94,0.064,0.84,0.92,0.94,0.96,0.98,1,Effective reproduction no.,Likely decreasing,0.86
Guam,0.95 (0.58 -- 1.4),0.95,0.98,0.3,0.58,0.87,0.92,0.98,1.1,1.4,Effective reproduction no.,Likely decreasing,0.64
Iran,0.95 (0.79 -- 1.2),0.95,0.96,0.12,0.79,0.89,0.93,0.98,1,1.2,Effective reproduction no.,Likely decreasing,0.7
Latvia,0.95 (0.79 -- 1.2),0.95,0.97,0.13,0.79,0.9,0.93,0.98,1,1.2,Effective reproduction no.,Likely decreasing,0.69
Seychelles,0.95 (0.29 -- 1.6),0.95,0.96,0.51,0.29,0.73,0.89,1,1.1,1.6,Effective reproduction no.,Stable,0.59
Sudan,0.95 (0.63 -- 1.3),0.95,0.96,0.2,0.63,0.89,0.93,0.97,1,1.3,Effective reproduction no.,Likely decreasing,0.7
Antigua & Barbuda,0.94 (0.22 -- 1.4),0.94,0.9,0.41,0.22,0.64,0.84,1,1.1,1.4,Effective reproduction no.,Stable,0.55
Belgium,0.94 (0.83 -- 1),0.94,0.93,0.057,0.83,0.91,0.93,0.94,0.95,1,Effective reproduction no.,Decreasing,0.96
Côte d’Ivoire,0.94 (0.53 -- 1.4),0.94,0.94,0.27,0.53,0.78,0.88,0.99,1.1,1.4,Effective reproduction no.,Likely decreasing,0.63
Haiti,0.94 (0.46 -- 1.5),0.94,0.95,0.37,0.46,0.79,0.89,0.98,1,1.5,Effective reproduction no.,Likely decreasing,0.66
Kyrgyzstan,0.94 (0.69 -- 1.1),0.94,0.93,0.15,0.69,0.86,0.92,0.96,0.98,1.1,Effective reproduction no.,Likely decreasing,0.81
Slovakia,0.94 (0.74 -- 1.1),0.94,0.94,0.12,0.74,0.87,0.91,0.96,1,1.1,Effective reproduction no.,Likely decreasing,0.74
Sri Lanka,0.94 (0.68 -- 1.2),0.94,0.94,0.17,0.68,0.85,0.91,0.97,1,1.2,Effective reproduction no.,Likely decreasing,0.7
Congo - Kinshasa,0.93 (0.72 -- 1.5),0.93,1,0.43,0.72,0.88,0.91,0.96,1,1.5,Effective reproduction no.,Likely decreasing,0.68
Germany,0.93 (0.78 -- 1.1),0.93,0.94,0.12,0.78,0.87,0.91,0.96,1,1.1,Effective reproduction no.,Likely decreasing,0.75
Bolivia,0.91 (0.51 -- 1.4),0.91,0.93,0.29,0.51,0.75,0.85,0.97,1.1,1.4,Effective reproduction no.,Likely decreasing,0.65
Costa Rica,0.91 (0.68 -- 1.1),0.91,0.91,0.14,0.68,0.85,0.89,0.93,0.97,1.1,Effective reproduction no.,Likely decreasing,0.81
Mali,0.91 (0.7 -- 1.2),0.91,0.93,0.18,0.7,0.86,0.9,0.93,0.98,1.2,Effective reproduction no.,Likely decreasing,0.79
Russia,0.91 (0.61 -- 1.1),0.91,0.89,0.16,0.61,0.8,0.88,0.95,1,1.1,Effective reproduction no.,Likely decreasing,0.76
El Salvador,0.9 (0.7 -- 1),0.9,0.88,0.11,0.7,0.83,0.88,0.92,0.95,1,Effective reproduction no.,Likely decreasing,0.92
Honduras,0.9 (0.68 -- 1.1),0.9,0.9,0.15,0.68,0.82,0.87,0.93,0.97,1.1,Effective reproduction no.,Likely decreasing,0.82
Kosovo,0.9 (0.38 -- 1.4),0.9,0.9,0.34,0.38,0.68,0.81,0.98,1.1,1.4,Effective reproduction no.,Likely decreasing,0.63
