region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
Barnet,13 (7 -- 25),13,14,6,7,10,12,15,17,25,New confirmed cases by infection date,Increasing,0.032
Devon,13 (5 -- 29),13,14,9,5,9,11,14,18,29,New confirmed cases by infection date,Likely increasing,0.12
North Yorkshire,13 (6 -- 24),13,14,5,6,9,11,14,17,24,New confirmed cases by infection date,Likely increasing,0.24
Stockton-on-Tees,13 (5 -- 31),13,15,8,5,9,11,14,18,31,New confirmed cases by infection date,Likely increasing,0.14
Brent,12 (7 -- 23),12,13,5,7,10,11,13,16,23,New confirmed cases by infection date,Increasing,0.016
"Bristol, City of",12 (2 -- 35),12,14,12,2,6,9,14,19,35,New confirmed cases by infection date,Stable,0.49
Wakefield,12 (6 -- 26),12,14,7,6,9,11,14,17,26,New confirmed cases by infection date,Likely increasing,0.087
Blackpool,11 (6 -- 23),11,13,6,6,9,10,12,14,23,New confirmed cases by infection date,Increasing,0.028
Salford,11 (6 -- 26),11,13,7,6,9,10,12,15,26,New confirmed cases by infection date,Likely increasing,0.11
Sunderland,11 (4 -- 26),11,13,7,4,7,9,13,16,26,New confirmed cases by infection date,Stable,0.5
Wirral,11 (5 -- 21),11,12,5,5,8,10,12,14,21,New confirmed cases by infection date,Likely increasing,0.097
Barnsley,10 (2 -- 40),10,14,14,2,5,8,12,17,40,New confirmed cases by infection date,Stable,0.41
"Bournemouth, Christchurch and Poole",10 (4 -- 25),10,12,8,4,7,9,12,15,25,New confirmed cases by infection date,Likely increasing,0.085
County Durham,10 (4 -- 21),10,11,5,4,7,9,11,14,21,New confirmed cases by infection date,Likely decreasing,0.82
Gloucestershire,10 (3 -- 22),10,11,6,3,7,9,11,13,22,New confirmed cases by infection date,Likely increasing,0.24
Oxfordshire,10 (3 -- 31),10,13,10,3,6,8,12,16,31,New confirmed cases by infection date,Likely increasing,0.28
Rotherham,10 (2 -- 28),10,12,9,2,6,8,11,15,28,New confirmed cases by infection date,Likely increasing,0.26
West Sussex,10 (4 -- 22),10,11,6,4,7,9,12,14,22,New confirmed cases by infection date,Likely increasing,0.33
Leicestershire,9 (4 -- 18),9,10,4,4,7,8,10,12,18,New confirmed cases by infection date,Likely increasing,0.096
Middlesbrough,9 (2 -- 29),9,11,9,2,5,7,11,15,29,New confirmed cases by infection date,Likely decreasing,0.65
Sandwell,9 (3 -- 17),9,9,4,3,6,8,10,12,17,New confirmed cases by infection date,Stable,0.45
South Gloucestershire,9 (2 -- 29),9,12,10,2,5,8,11,14,29,New confirmed cases by infection date,Likely increasing,0.32
Croydon,8 (1 -- 24),8,10,9,1,4,6,9,13,24,New confirmed cases by infection date,Stable,0.46
East Sussex,8 (2 -- 31),8,12,18,2,5,7,10,14,31,New confirmed cases by infection date,Likely increasing,0.12
Hackney,8 (4 -- 19),8,10,5,4,6,7,9,12,19,New confirmed cases by infection date,Likely increasing,0.082
Lambeth,8 (3 -- 19),8,9,5,3,5,7,9,11,19,New confirmed cases by infection date,Likely increasing,0.12
Lewisham,8 (4 -- 18),8,9,5,4,6,7,9,11,18,New confirmed cases by infection date,Increasing,0.046
Manchester,8 (4 -- 18),8,9,4,4,6,8,9,11,18,New confirmed cases by infection date,Stable,0.51
Norfolk,8 (1 -- 34),8,12,14,1,5,7,10,15,34,New confirmed cases by infection date,Likely increasing,0.27
Northamptonshire,8 (3 -- 22),8,10,7,3,6,7,10,12,22,New confirmed cases by infection date,Likely increasing,0.13
Shropshire,8 (3 -- 22),8,10,8,3,5,7,9,12,22,New confirmed cases by infection date,Likely increasing,0.078
Southwark,8 (3 -- 25),8,10,8,3,6,7,10,12,25,New confirmed cases by infection date,Likely increasing,0.14
Wiltshire,8 (3 -- 19),8,10,5,3,6,7,9,12,19,New confirmed cases by infection date,Likely increasing,0.076
Buckinghamshire,7 (2 -- 26),7,10,17,2,4,6,8,11,26,New confirmed cases by infection date,Likely increasing,0.16
Cumbria,7 (2 -- 15),7,7,4,2,4,6,8,9,15,New confirmed cases by infection date,Stable,0.52
Ealing,7 (4 -- 14),7,8,3,4,5,6,8,9,14,New confirmed cases by infection date,Increasing,0.032
Hartlepool,7 (2 -- 19),7,9,15,2,4,6,8,11,19,New confirmed cases by infection date,Likely increasing,0.14
Leicester,7 (4 -- 15),7,8,3,4,6,7,8,9,15,New confirmed cases by infection date,Likely increasing,0.097
Plymouth,7 (2 -- 19),7,8,6,2,4,6,8,10,19,New confirmed cases by infection date,Likely increasing,0.057
Swindon,7 (3 -- 14),7,8,3,3,5,6,8,9,14,New confirmed cases by infection date,Likely increasing,0.074
Walsall,7 (2 -- 16),7,8,5,2,5,6,8,10,16,New confirmed cases by infection date,Likely increasing,0.22
Warwickshire,7 (2 -- 18),7,8,5,2,5,6,8,10,18,New confirmed cases by infection date,Stable,0.44
Wigan,7 (3 -- 14),7,7,3,3,5,6,7,8,14,New confirmed cases by infection date,Likely increasing,0.096
Wolverhampton,7 (3 -- 15),7,8,4,3,5,7,8,10,15,New confirmed cases by infection date,Likely increasing,0.14
Bromley,6 (3 -- 15),6,8,4,3,5,6,7,9,15,New confirmed cases by infection date,Likely increasing,0.11
Camden,6 (2 -- 16),6,7,6,2,4,5,6,8,16,New confirmed cases by infection date,Increasing,0.043
Dudley,6 (3 -- 14),6,7,3,3,5,6,7,9,14,New confirmed cases by infection date,Likely increasing,0.11
East Riding of Yorkshire,6 (1 -- 20),6,8,8,1,3,5,7,10,20,New confirmed cases by infection date,Likely increasing,0.26
Gateshead,6 (2 -- 19),6,8,6,2,4,5,7,10,19,New confirmed cases by infection date,Likely decreasing,0.63
Harrow,6 (3 -- 13),6,7,3,3,5,6,7,8,13,New confirmed cases by infection date,Increasing,0.047
Havering,6 (2 -- 15),6,7,6,2,4,5,7,9,15,New confirmed cases by infection date,Likely increasing,0.1
"Kingston upon Hull, City of",6 (2 -- 19),6,8,8,2,4,5,7,10,19,New confirmed cases by infection date,Likely increasing,0.1
North Somerset,6 (1 -- 21),6,8,8,1,3,5,7,10,21,New confirmed cases by infection date,Stable,0.41
Northumberland,6 (2 -- 13),6,6,3,2,4,5,6,8,13,New confirmed cases by infection date,Likely increasing,0.21
Redcar and Cleveland,6 (1 -- 22),6,8,10,1,3,5,7,10,22,New confirmed cases by infection date,Stable,0.57
Stockport,6 (1 -- 18),6,7,7,1,3,5,7,9,18,New confirmed cases by infection date,Stable,0.42
Tameside,6 (2 -- 11),6,6,2,2,4,5,7,8,11,New confirmed cases by infection date,Likely increasing,0.29
Trafford,6 (2 -- 13),6,6,3,2,4,5,7,8,13,New confirmed cases by infection date,Stable,0.44
Bexley,5 (2 -- 12),5,6,3,2,4,4,6,7,12,New confirmed cases by infection date,Likely increasing,0.055
Cheshire East,5 (3 -- 9),5,6,2,3,4,5,6,6,9,New confirmed cases by infection date,Likely increasing,0.11
Cornwall,5 (1 -- 20),5,8,8,1,3,5,7,9,20,New confirmed cases by infection date,Likely increasing,0.3
Coventry,5 (2 -- 9),5,5,2,2,4,4,5,6,9,New confirmed cases by infection date,Likely increasing,0.15
Enfield,5 (2 -- 9),5,5,2,2,4,4,5,6,9,New confirmed cases by infection date,Likely increasing,0.1
Greenwich,5 (2 -- 14),5,6,3,2,4,5,6,8,14,New confirmed cases by infection date,Likely increasing,0.077
Haringey,5 (2 -- 11),5,6,2,2,4,5,6,7,11,New confirmed cases by infection date,Likely increasing,0.12
Hillingdon,5 (1 -- 17),5,7,6,1,3,5,6,9,17,New confirmed cases by infection date,Likely increasing,0.19
Islington,5 (2 -- 13),5,6,4,2,4,5,6,7,13,New confirmed cases by infection date,Increasing,0.045
Milton Keynes,5 (2 -- 14),5,6,5,2,3,4,6,8,14,New confirmed cases by infection date,Likely increasing,0.11
North Tyneside,5 (1 -- 10),5,5,3,1,4,4,5,7,10,New confirmed cases by infection date,Likely increasing,0.18
Portsmouth,5 (1 -- 13),5,6,4,1,3,4,6,7,13,New confirmed cases by infection date,Likely increasing,0.23
Redbridge,5 (2 -- 12),5,6,3,2,3,4,6,7,12,New confirmed cases by infection date,Likely increasing,0.13
Solihull,5 (1 -- 13),5,5,4,1,2,4,5,7,13,New confirmed cases by infection date,Stable,0.51
Stoke-on-Trent,5 (1 -- 13),5,5,4,1,3,4,5,7,13,New confirmed cases by infection date,Likely increasing,0.39
Sutton,5 (2 -- 17),5,7,6,2,3,4,6,8,17,New confirmed cases by infection date,Increasing,0.026
Telford and Wrekin,5 (0 -- 47),5,14,52,0,2,4,7,12,47,New confirmed cases by infection date,Likely increasing,0.22
Bolton,4 (1 -- 11),4,5,3,1,2,3,5,6,11,New confirmed cases by infection date,Stable,0.59
Calderdale,4 (1 -- 11),4,5,3,1,3,3,4,6,11,New confirmed cases by infection date,Likely increasing,0.051
Cambridgeshire,4 (1 -- 13),4,5,4,1,2,3,5,6,13,New confirmed cases by infection date,Likely increasing,0.24
Dorset,4 (0 -- 13),4,5,4,0,2,3,4,6,13,New confirmed cases by infection date,Likely increasing,0.28
Hounslow,4 (2 -- 8),4,4,2,2,3,3,4,5,8,New confirmed cases by infection date,Likely increasing,0.06
Lincolnshire,4 (0 -- 16),4,6,5,0,2,3,5,8,16,New confirmed cases by infection date,Stable,0.47
Sefton,4 (1 -- 9),4,4,2,1,2,3,4,5,9,New confirmed cases by infection date,Likely decreasing,0.67
South Tyneside,4 (0 -- 18),4,7,16,0,2,3,5,8,18,New confirmed cases by infection date,Stable,0.57
Southampton,4 (1 -- 10),4,5,3,1,3,4,5,6,10,New confirmed cases by infection date,Likely increasing,0.21
Barking and Dagenham,3 (1 -- 9),3,4,4,1,2,3,4,5,9,New confirmed cases by infection date,Likely increasing,0.11
Bedford,3 (1 -- 15),3,5,6,1,2,3,4,6,15,New confirmed cases by infection date,Increasing,0.037
Bury,3 (1 -- 6),3,3,1,1,2,2,3,3,6,New confirmed cases by infection date,Likely increasing,0.16
Central Bedfordshire,3 (1 -- 16),3,6,7,1,2,3,4,6,16,New confirmed cases by infection date,Increasing,0.039
Cheshire West and Chester,3 (1 -- 6),3,3,1,1,2,3,3,4,6,New confirmed cases by infection date,Likely increasing,0.3
Hammersmith and Fulham,3 (1 -- 7),3,3,2,1,2,2,3,4,7,New confirmed cases by infection date,Likely increasing,0.098
"Herefordshire, County of",3 (0 -- 33),3,9,29,0,1,2,4,7,33,New confirmed cases by infection date,Likely increasing,0.059
Luton,3 (1 -- 17),3,6,10,1,2,3,4,6,17,New confirmed cases by infection date,Increasing,0.035
Merton,3 (1 -- 9),3,4,2,1,2,3,4,5,9,New confirmed cases by infection date,Likely increasing,0.15
Newham,3 (0 -- 10),3,4,3,0,2,2,4,5,10,New confirmed cases by infection date,Stable,0.4
North Lincolnshire,3 (0 -- 10),3,4,4,0,2,2,4,5,10,New confirmed cases by infection date,Likely increasing,0.22
Nottingham,3 (1 -- 9),3,4,3,1,2,3,4,5,9,New confirmed cases by infection date,Stable,0.47
Slough,3 (1 -- 9),3,4,3,1,2,2,3,5,9,New confirmed cases by infection date,Likely increasing,0.14
Somerset,3 (0 -- 15),3,6,39,0,2,3,4,6,15,New confirmed cases by infection date,Stable,0.41
Wandsworth,3 (1 -- 8),3,4,2,1,2,3,4,5,8,New confirmed cases by infection date,Likely increasing,0.19
Westminster,3 (1 -- 8),3,4,2,1,2,3,4,5,8,New confirmed cases by infection date,Likely increasing,0.076
Windsor and Maidenhead,3 (0 -- 13),3,4,9,0,1,2,3,5,13,New confirmed cases by infection date,Likely increasing,0.11
Derby,2 (0 -- 10),2,4,14,0,1,1,3,4,10,New confirmed cases by infection date,Stable,0.51
Halton,2 (0 -- 13),2,4,8,0,1,1,3,4,13,New confirmed cases by infection date,Stable,0.42
Kensington and Chelsea,2 (1 -- 7),2,3,2,1,2,2,3,4,7,New confirmed cases by infection date,Likely increasing,0.071
Knowsley,2 (0 -- 13),2,4,5,0,1,2,3,5,13,New confirmed cases by infection date,Stable,0.49
Medway,2 (0 -- 17),2,5,28,0,0,1,3,5,17,New confirmed cases by infection date,Stable,0.49
Oldham,2 (0 -- 6),2,3,2,0,1,2,3,3,6,New confirmed cases by infection date,Likely increasing,0.34
Peterborough,2 (0 -- 15),2,4,11,0,0,1,2,4,15,New confirmed cases by infection date,Likely increasing,0.22
Rochdale,2 (1 -- 5),2,2,1,1,1,2,3,3,5,New confirmed cases by infection date,Likely increasing,0.29
St. Helens,2 (0 -- 10),2,3,5,0,1,1,3,4,10,New confirmed cases by infection date,Stable,0.5
Waltham Forest,2 (0 -- 9),2,3,3,0,1,2,3,4,9,New confirmed cases by infection date,Stable,0.48
Warrington,2 (0 -- 7),2,3,2,0,1,2,2,3,7,New confirmed cases by infection date,Stable,0.4
York,2 (0 -- 11),2,3,12,0,1,1,2,4,11,New confirmed cases by infection date,Stable,0.45
"Herefordshire, County of",1.4 (0.98 -- 2.8),1.4,1.6,0.65,0.98,1.2,1.3,1.5,1.7,2.8,Effective reproduction no.,Likely increasing,0.059
Isle of Wight,1.4 (0.72 -- 2.5),1.4,1.5,0.56,0.72,1.1,1.3,1.5,1.7,2.5,Effective reproduction no.,Likely increasing,0.15
"Bournemouth, Christchurch and Poole",1.3 (0.93 -- 1.6),1.3,1.3,0.22,0.93,1.1,1.2,1.3,1.4,1.6,Effective reproduction no.,Likely increasing,0.085
Camden,1.3 (1 -- 1.7),1.3,1.3,0.23,1,1.2,1.2,1.3,1.4,1.7,Effective reproduction no.,Increasing,0.043
Doncaster,1.3 (0.98 -- 1.7),1.3,1.3,0.24,0.98,1.2,1.3,1.4,1.5,1.7,Effective reproduction no.,Likely increasing,0.057
East Sussex,1.3 (0.86 -- 1.9),1.3,1.3,0.35,0.86,1.1,1.2,1.4,1.5,1.9,Effective reproduction no.,Likely increasing,0.12
Kent,1.3 (1 -- 1.7),1.3,1.3,0.22,1,1.2,1.3,1.4,1.5,1.7,Effective reproduction no.,Increasing,0.04
"Kingston upon Hull, City of",1.3 (0.89 -- 1.9),1.3,1.4,0.31,0.89,1.2,1.3,1.4,1.5,1.9,Effective reproduction no.,Likely increasing,0.1
Leeds,1.3 (1 -- 1.6),1.3,1.3,0.19,1,1.2,1.2,1.3,1.4,1.6,Effective reproduction no.,Increasing,0.043
Peterborough,1.3 (0.56 -- 2.1),1.3,1.3,0.49,0.56,1,1.2,1.4,1.6,2.1,Effective reproduction no.,Likely increasing,0.22
Plymouth,1.3 (0.98 -- 1.7),1.3,1.3,0.21,0.98,1.2,1.2,1.3,1.4,1.7,Effective reproduction no.,Likely increasing,0.057
Shropshire,1.3 (0.94 -- 1.7),1.3,1.3,0.24,0.94,1.2,1.3,1.4,1.4,1.7,Effective reproduction no.,Likely increasing,0.078
Suffolk,1.3 (0.94 -- 1.7),1.3,1.3,0.23,0.94,1.2,1.3,1.4,1.5,1.7,Effective reproduction no.,Likely increasing,0.084
Sutton,1.3 (1.1 -- 1.8),1.3,1.3,0.25,1.1,1.2,1.2,1.3,1.4,1.8,Effective reproduction no.,Increasing,0.026
Telford and Wrekin,1.3 (0.55 -- 2.7),1.3,1.5,0.76,0.55,1,1.2,1.4,1.7,2.7,Effective reproduction no.,Likely increasing,0.22
Windsor and Maidenhead,1.3 (0.83 -- 1.9),1.3,1.3,0.35,0.83,1.2,1.3,1.4,1.5,1.9,Effective reproduction no.,Likely increasing,0.11
Worcestershire,1.3 (0.84 -- 1.6),1.3,1.3,0.23,0.84,1.1,1.2,1.3,1.4,1.6,Effective reproduction no.,Likely increasing,0.12
Barking and Dagenham,1.2 (0.91 -- 1.5),1.2,1.2,0.21,0.91,1.1,1.1,1.2,1.3,1.5,Effective reproduction no.,Likely increasing,0.11
Barnet,1.2 (1 -- 1.5),1.2,1.3,0.15,1,1.2,1.2,1.3,1.3,1.5,Effective reproduction no.,Increasing,0.032
Bedford,1.2 (1 -- 1.8),1.2,1.3,0.28,1,1.1,1.1,1.2,1.3,1.8,Effective reproduction no.,Increasing,0.037
Bexley,1.2 (0.99 -- 1.5),1.2,1.2,0.17,0.99,1.1,1.2,1.2,1.3,1.5,Effective reproduction no.,Likely increasing,0.055
Blackpool,1.2 (1 -- 1.5),1.2,1.3,0.17,1,1.2,1.2,1.2,1.3,1.5,Effective reproduction no.,Increasing,0.028
Brent,1.2 (1.1 -- 1.5),1.2,1.2,0.14,1.1,1.2,1.2,1.3,1.3,1.5,Effective reproduction no.,Increasing,0.016
Bromley,1.2 (0.92 -- 1.5),1.2,1.2,0.2,0.92,1.1,1.1,1.2,1.3,1.5,Effective reproduction no.,Likely increasing,0.11
Buckinghamshire,1.2 (0.8 -- 1.9),1.2,1.3,0.35,0.8,1.1,1.2,1.3,1.4,1.9,Effective reproduction no.,Likely increasing,0.16
Calderdale,1.2 (1 -- 1.5),1.2,1.2,0.18,1,1.1,1.2,1.2,1.3,1.5,Effective reproduction no.,Likely increasing,0.051
Cambridgeshire,1.2 (0.75 -- 1.6),1.2,1.2,0.27,0.75,1,1.1,1.2,1.3,1.6,Effective reproduction no.,Likely increasing,0.24
Central Bedfordshire,1.2 (1 -- 1.9),1.2,1.3,0.31,1,1.1,1.1,1.2,1.4,1.9,Effective reproduction no.,Increasing,0.039
Derbyshire,1.2 (0.9 -- 1.5),1.2,1.2,0.17,0.9,1.1,1.1,1.2,1.3,1.5,Effective reproduction no.,Likely increasing,0.13
Devon,1.2 (0.91 -- 1.6),1.2,1.3,0.22,0.91,1.1,1.2,1.3,1.4,1.6,Effective reproduction no.,Likely increasing,0.12
Dorset,1.2 (0.66 -- 1.6),1.2,1.2,0.3,0.66,0.98,1.1,1.2,1.3,1.6,Effective reproduction no.,Likely increasing,0.28
Dudley,1.2 (0.93 -- 1.4),1.2,1.2,0.16,0.93,1.1,1.1,1.2,1.3,1.4,Effective reproduction no.,Likely increasing,0.11
Ealing,1.2 (1 -- 1.4),1.2,1.2,0.13,1,1.1,1.2,1.2,1.3,1.4,Effective reproduction no.,Increasing,0.032
East Riding of Yorkshire,1.2 (0.7 -- 1.8),1.2,1.2,0.35,0.7,0.99,1.1,1.3,1.4,1.8,Effective reproduction no.,Likely increasing,0.26
Greenwich,1.2 (0.94 -- 1.5),1.2,1.2,0.17,0.94,1.1,1.2,1.2,1.3,1.5,Effective reproduction no.,Likely increasing,0.077
Hackney,1.2 (0.95 -- 1.5),1.2,1.2,0.17,0.95,1.1,1.2,1.2,1.3,1.5,Effective reproduction no.,Likely increasing,0.082
Hammersmith and Fulham,1.2 (0.93 -- 1.4),1.2,1.2,0.17,0.93,1.1,1.1,1.2,1.2,1.4,Effective reproduction no.,Likely increasing,0.098
Haringey,1.2 (0.9 -- 1.4),1.2,1.1,0.14,0.9,1.1,1.1,1.2,1.2,1.4,Effective reproduction no.,Likely increasing,0.12
Harrow,1.2 (1 -- 1.4),1.2,1.2,0.14,1,1.1,1.2,1.2,1.3,1.4,Effective reproduction no.,Increasing,0.047
Hartlepool,1.2 (0.82 -- 1.7),1.2,1.3,0.29,0.82,1.1,1.2,1.3,1.4,1.7,Effective reproduction no.,Likely increasing,0.14
Havering,1.2 (0.91 -- 1.6),1.2,1.2,0.22,0.91,1.1,1.2,1.3,1.4,1.6,Effective reproduction no.,Likely increasing,0.1
Hertfordshire,1.2 (0.87 -- 1.7),1.2,1.2,0.26,0.87,1.1,1.2,1.3,1.4,1.7,Effective reproduction no.,Likely increasing,0.14
Hillingdon,1.2 (0.74 -- 1.6),1.2,1.2,0.28,0.74,1,1.1,1.2,1.3,1.6,Effective reproduction no.,Likely increasing,0.19
Islington,1.2 (1 -- 1.5),1.2,1.2,0.17,1,1.1,1.2,1.3,1.3,1.5,Effective reproduction no.,Increasing,0.045
Kensington and Chelsea,1.2 (0.97 -- 1.5),1.2,1.2,0.17,0.97,1.1,1.1,1.2,1.2,1.5,Effective reproduction no.,Likely increasing,0.071
Kirklees,1.2 (1 -- 1.4),1.2,1.2,0.13,1,1.1,1.2,1.2,1.3,1.4,Effective reproduction no.,Increasing,0.038
Lambeth,1.2 (0.91 -- 1.6),1.2,1.2,0.22,0.91,1.1,1.1,1.2,1.3,1.6,Effective reproduction no.,Likely increasing,0.12
Leicester,1.2 (0.94 -- 1.4),1.2,1.2,0.14,0.94,1.1,1.1,1.2,1.2,1.4,Effective reproduction no.,Likely increasing,0.097
Leicestershire,1.2 (0.94 -- 1.4),1.2,1.2,0.15,0.94,1.1,1.1,1.2,1.2,1.4,Effective reproduction no.,Likely increasing,0.096
Lewisham,1.2 (1 -- 1.5),1.2,1.2,0.16,1,1.1,1.2,1.2,1.3,1.5,Effective reproduction no.,Increasing,0.046
Luton,1.2 (1 -- 1.9),1.2,1.3,0.33,1,1.1,1.1,1.2,1.3,1.9,Effective reproduction no.,Increasing,0.035
Merton,1.2 (0.88 -- 1.5),1.2,1.2,0.2,0.88,1.1,1.1,1.2,1.3,1.5,Effective reproduction no.,Likely increasing,0.15
Milton Keynes,1.2 (0.91 -- 1.5),1.2,1.2,0.18,0.91,1.1,1.2,1.2,1.3,1.5,Effective reproduction no.,Likely increasing,0.11
Norfolk,1.2 (0.67 -- 1.8),1.2,1.2,0.39,0.67,0.99,1.1,1.3,1.4,1.8,Effective reproduction no.,Likely increasing,0.27
North Lincolnshire,1.2 (0.77 -- 1.6),1.2,1.2,0.3,0.77,1,1.1,1.2,1.3,1.6,Effective reproduction no.,Likely increasing,0.22
Northamptonshire,1.2 (0.87 -- 1.6),1.2,1.2,0.24,0.87,1.1,1.2,1.3,1.4,1.6,Effective reproduction no.,Likely increasing,0.13
Nottinghamshire,1.2 (0.91 -- 1.4),1.2,1.2,0.17,0.91,1.1,1.1,1.2,1.3,1.4,Effective reproduction no.,Likely increasing,0.14
Portsmouth,1.2 (0.77 -- 1.5),1.2,1.2,0.25,0.77,1,1.1,1.2,1.3,1.5,Effective reproduction no.,Likely increasing,0.23
Reading,1.2 (0.84 -- 1.5),1.2,1.2,0.22,0.84,1.1,1.1,1.2,1.3,1.5,Effective reproduction no.,Likely increasing,0.14
Redbridge,1.2 (0.87 -- 1.5),1.2,1.2,0.19,0.87,1.1,1.1,1.2,1.3,1.5,Effective reproduction no.,Likely increasing,0.13
Richmond upon Thames,1.2 (0.65 -- 1.7),1.2,1.2,0.33,0.65,0.95,1.1,1.2,1.3,1.7,Effective reproduction no.,Likely increasing,0.29
Rotherham,1.2 (0.66 -- 1.6),1.2,1.2,0.29,0.66,0.99,1.1,1.2,1.3,1.6,Effective reproduction no.,Likely increasing,0.26
Sheffield,1.2 (0.88 -- 1.4),1.2,1.2,0.17,0.88,1,1.1,1.2,1.3,1.4,Effective reproduction no.,Likely increasing,0.16
Slough,1.2 (0.87 -- 1.6),1.2,1.2,0.23,0.87,1.1,1.1,1.2,1.3,1.6,Effective reproduction no.,Likely increasing,0.14
Southwark,1.2 (0.9 -- 1.8),1.2,1.3,0.28,0.9,1.1,1.2,1.3,1.4,1.8,Effective reproduction no.,Likely increasing,0.14
Stockton-on-Tees,1.2 (0.86 -- 1.6),1.2,1.2,0.23,0.86,1.1,1.2,1.3,1.3,1.6,Effective reproduction no.,Likely increasing,0.14
Surrey,1.2 (0.97 -- 1.4),1.2,1.2,0.13,0.97,1.1,1.1,1.2,1.2,1.4,Effective reproduction no.,Likely increasing,0.085
Swindon,1.2 (0.97 -- 1.4),1.2,1.2,0.14,0.97,1.1,1.2,1.2,1.3,1.4,Effective reproduction no.,Likely increasing,0.074
Wakefield,1.2 (0.95 -- 1.5),1.2,1.2,0.19,0.95,1.1,1.2,1.3,1.3,1.5,Effective reproduction no.,Likely increasing,0.087
Westminster,1.2 (0.96 -- 1.4),1.2,1.2,0.16,0.96,1.1,1.1,1.2,1.2,1.4,Effective reproduction no.,Likely increasing,0.076
Wiltshire,1.2 (0.96 -- 1.6),1.2,1.2,0.19,0.96,1.1,1.2,1.3,1.3,1.6,Effective reproduction no.,Likely increasing,0.076
Wirral,1.2 (0.94 -- 1.4),1.2,1.2,0.16,0.94,1.1,1.1,1.2,1.2,1.4,Effective reproduction no.,Likely increasing,0.097
Wolverhampton,1.2 (0.89 -- 1.4),1.2,1.2,0.16,0.89,1.1,1.1,1.2,1.2,1.4,Effective reproduction no.,Likely increasing,0.14
Barnsley,1.1 (0.59 -- 1.5),1.1,1.1,0.28,0.59,0.89,1,1.1,1.2,1.5,Effective reproduction no.,Stable,0.41
Bath and North East Somerset,1.1 (0.61 -- 1.4),1.1,1.1,0.26,0.61,0.92,1,1.1,1.2,1.4,Effective reproduction no.,Likely increasing,0.36
Bradford,1.1 (0.87 -- 1.4),1.1,1.1,0.17,0.87,1,1.1,1.1,1.2,1.4,Effective reproduction no.,Likely increasing,0.21
Bury,1.1 (0.89 -- 1.3),1.1,1.1,0.13,0.89,1,1.1,1.1,1.2,1.3,Effective reproduction no.,Likely increasing,0.16
Cheshire East,1.1 (0.95 -- 1.2),1.1,1.1,0.089,0.95,1,1.1,1.1,1.1,1.2,Effective reproduction no.,Likely increasing,0.11
Cheshire West and Chester,1.1 (0.78 -- 1.2),1.1,1,0.14,0.78,0.98,1,1.1,1.1,1.2,Effective reproduction no.,Likely increasing,0.3
Cornwall,1.1 (0.76 -- 1.7),1.1,1.2,0.32,0.76,0.97,1.1,1.2,1.3,1.7,Effective reproduction no.,Likely increasing,0.3
Coventry,1.1 (0.91 -- 1.3),1.1,1.1,0.12,0.91,1,1.1,1.1,1.2,1.3,Effective reproduction no.,Likely increasing,0.15
